MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,houseage,houseremodelage,totalsf,totalarea,totalbaths,totalporchsf
20,RL,0.0,17600,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,208,GasA,Ex,Y,FuseA,0,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2,TA,Y,0,0,12,WD,Normal,157500,49,49,2748,2956,3.0,40
160,RL,36.0,2448,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,191,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,0,No,BuiltIn,RFn,2,TA,Y,0,0,10,WD,Normal,154000,5,4,2199,2390,3.5,27
60,RL,56.0,20431,Pave,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,438,GasA,Ex,Y,SBrkr,0,4,1,Ex,10,Typ,2,Ex,Attchd,Fin,3,TA,Y,0,0,4,New,Partial,437154,1,0,4138,4576,3.5,0
120,RL,68.0,7820,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,1869,GasA,Ex,Y,SBrkr,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,12,New,Partial,318061,0,0,1869,3738,2.0,264
120,RL,0.0,5271,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,371,GasA,Gd,Y,SBrkr,0,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,12,WD,Abnorml,190000,20,20,2535,2906,2.5,264
50,RL,60.0,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,0,GasA,TA,N,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,3,ConLw,Normal,95000,67,58,1727,1727,1.5,48
30,RM,60.0,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,624,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,5,WD,Normal,105900,82,7,720,1344,1.0,106
50,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,LwQ,552,GasA,Ex,Y,SBrkr,0,2,1,TA,6,Typ,2,Gd,Attchd,Unf,1,TA,Y,0,0,6,WD,Normal,140000,66,6,1983,2535,1.0,108
20,RL,105.0,11249,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,322,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,8,WD,Normal,177500,12,12,2078,2400,3.0,26
20,RL,0.0,9248,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,598,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,173000,17,17,1727,2325,3.0,146
120,RM,44.0,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,Gable,CompShg,CemntBd,CmentBd,No,0.0,TA,TA,PConc,Gd,TA,No,ALQ,268,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Po,Attchd,Fin,2,TA,Y,0,0,8,WD,Normal,134000,31,31,2016,2284,2.5,626
80,RL,92.0,6930,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,468,GasA,Ex,Y,FuseF,0,3,1,Gd,6,Min2,0,No,BuiltIn,Unf,1,TA,Y,0,0,7,WD,Abnorml,130000,48,48,1946,2414,1.5,462
60,RL,78.0,12011,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,130,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,280000,8,8,2880,3010,3.5,657
85,RL,0.0,7540,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,115,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,156000,29,29,1685,1800,2.0,192
50,RL,0.0,9144,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,484,GasA,Gd,Y,SBrkr,0,3,1,TA,8,Typ,0,No,Detchd,Unf,1,TA,N,0,0,7,WD,Normal,145000,68,26,1904,2388,2.0,0
85,RL,64.0,7301,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,No,No,No,Unf,0,GasA,Ex,Y,SBrkr,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,RFn,2,TA,Y,0,0,7,ConLD,Normal,198500,6,6,1922,1922,3.0,177
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,321,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,5,WD,Normal,118000,37,2,1149,1470,1.5,250
60,RL,0.0,18800,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,84,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,7,WD,Normal,190000,30,30,2286,2370,3.5,417
70,RM,59.0,10690,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,Hip,CompShg,VinylSd,VinylSd,No,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,216,GasA,Gd,Y,FuseA,0,3,1,TA,6,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,7,WD,Normal,147000,89,12,1800,2016,1.0,346
20,RL,0.0,9500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,785,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,159000,46,46,2003,2788,2.5,261
80,RL,101.0,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,728,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,Gd,Basment,RFn,1,TA,Y,0,0,12,WD,Normal,165000,46,46,1802,2530,1.5,174
20,RL,78.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,728,GasA,Gd,Y,SBrkr,0,2,1,TA,7,Typ,1,Gd,Attchd,Fin,1,TA,Y,0,0,3,WD,Normal,132000,56,56,1808,2536,1.0,98
20,RL,0.0,9830,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,733,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Detchd,Fin,2,TA,Y,0,0,3,WD,Normal,162000,51,4,1617,2350,2.0,563
60,RL,0.0,8121,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,953,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,1,WD,Normal,172400,6,6,1664,2617,2.5,140
50,RL,80.0,17120,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,WdShing,Plywood,No,0.0,TA,TA,CBlock,No,No,No,Unf,0,GasA,TA,Y,SBrkr,0,4,1,TA,7,Min2,1,Gd,Detchd,Fin,2,TA,N,0,0,7,WD,Normal,134432,49,49,1588,1588,2.0,59
120,RL,50.0,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,2,WD,Normal,125000,26,26,1496,1496,2.0,443
20,RL,79.0,10634,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,PConc,TA,TA,No,BLQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Min2,0,No,Attchd,Unf,1,TA,Y,0,0,11,WD,Normal,123000,56,56,1927,1927,2.0,66
60,RL,65.0,8200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,847,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,TA,Y,0,0,7,WD,Normal,219500,4,3,1928,2775,2.5,148
30,RL,0.0,10020,Pave,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,333,GasA,Gd,N,FuseA,0,1,1,Fa,4,Maj1,0,No,No,No,0,No,Y,0,0,3,WD,Normal,61000,87,59,1254,1587,1.5,0
85,RL,57.0,8846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,572,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,7,WD,Normal,148000,10,10,1212,1784,1.0,0
60,FV,102.0,11143,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1580,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,12,WD,Normal,340000,3,2,2466,4046,3.0,373
60,RL,60.0,8123,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,982,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,179000,9,9,1800,2782,2.5,163
50,RL,50.0,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,BrkFace,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,808,GasA,TA,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,5,WD,Normal,127000,86,60,1909,2717,2.0,242
20,FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,1293,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,8,New,Partial,187750,0,0,1301,2594,3.0,337
60,RL,79.0,9245,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,939,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,4,WD,Normal,213500,1,1,1797,2736,2.5,197
45,RH,60.0,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,784,GasA,TA,N,FuseA,0,2,1,TA,5,Typ,0,No,Detchd,Unf,2,Fa,N,0,0,10,WD,Normal,76000,81,59,784,1568,1.0,91
60,RL,0.0,53107,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,595,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,2,Fa,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,240000,15,15,2938,3533,3.5,447
120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,1232,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,4,WD,Normal,192000,6,5,1293,2525,2.0,310
50,RL,58.0,8410,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,Gambrel,CompShg,Wd Sdng,VinylSd,No,0.0,TA,Fa,PConc,TA,TA,No,Unf,658,GasA,TA,Y,SBrkr,0,5,1,TA,8,Typ,0,No,No,No,0,No,N,0,0,5,WD,AdjLand,81000,96,10,1184,1842,1.0,151
80,RL,72.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,410,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,1,Fa,Detchd,Unf,1,TA,Y,0,0,10,WD,Abnorml,125000,33,33,1756,2166,2.0,296
20,RL,93.0,9382,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,1468,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,191000,9,8,1479,2947,2.0,145
60,RL,96.0,12474,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,402,GasA,Ex,Y,SBrkr,0,3,1,Ex,9,Typ,1,Ex,BuiltIn,Fin,3,TA,Y,0,0,8,New,Partial,426000,1,0,3612,4014,3.5,330
50,RL,50.0,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,229,GasA,Ex,Y,SBrkr,0,4,1,TA,7,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,4,WD,Normal,119000,108,58,1999,2228,2.0,242
60,RL,71.0,12209,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Ex,TA,No,ALQ,114,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,2,TA,Y,0,0,6,WD,Normal,215000,8,7,2651,2765,3.5,317
20,RL,0.0,8339,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,Slab,No,No,No,Unf,0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,RFn,1,TA,Y,0,1200,7,WD,Normal,106500,48,48,882,882,1.0,0
30,RL,0.0,7446,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,Gable,CompShg,WdShing,Wd Shng,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,522,GasA,TA,Y,FuseA,0,2,1,TA,4,Typ,2,TA,No,No,0,No,Y,0,0,4,WD,Abnorml,100000,65,56,1054,1576,1.0,0
50,RL,60.0,10134,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,735,GasA,Gd,Y,FuseA,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,7,WD,Normal,109000,67,57,1034,1769,1.0,39
20,RL,68.0,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,405,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,6,WD,Normal,129000,54,54,1883,2288,2.0,44
20,RL,60.0,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,Av,Rec,117,GasA,TA,Y,SBrkr,0,2,1,TA,6,Typ,0,No,Detchd,RFn,2,TA,Y,0,0,9,WD,Normal,123000,37,37,1671,1788,1.0,215
60,RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,324,GasA,TA,Y,SBrkr,0,4,1,TA,8,Typ,1,TA,Attchd,RFn,1,TA,Y,0,0,7,WD,Normal,169500,45,45,2352,2676,2.0,168
30,RM,60.0,8967,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,961,GasA,Gd,Y,Mix,0,2,1,TA,6,Maj2,0,No,Detchd,Unf,1,Po,N,0,0,11,WD,Abnorml,67000,87,57,1077,2038,1.0,0
60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,280,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,10,WD,Normal,241000,3,2,2362,2642,3.0,168
120,RL,38.0,14963,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,474,GasA,Ex,Y,SBrkr,0,1,1,Ex,4,Typ,2,Gd,Attchd,Fin,2,TA,Y,0,0,12,WD,Normal,245500,12,12,2074,2548,2.5,374
20,RL,65.0,8767,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1286,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,7,New,Partial,164990,1,1,1334,2620,2.0,0
30,RL,60.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,TA,TA,No,Unf,672,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,0,No,Detchd,Unf,1,TA,N,0,0,8,WD,Normal,108000,68,11,672,1344,1.0,168
60,RL,93.0,12090,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,1141,GasA,Gd,Y,SBrkr,0,4,1,Gd,10,Typ,1,TA,BuiltIn,Fin,2,TA,Y,0,0,7,WD,Abnorml,258000,8,8,2263,3404,2.5,267
60,RL,0.0,10364,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,806,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,TA,Y,0,0,5,WD,Normal,168000,12,11,1572,2378,2.5,40
20,RL,0.0,9991,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,165,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Min1,1,TA,Attchd,Unf,2,TA,Y,0,0,6,WD,Normal,150000,33,16,2736,2901,3.0,198
50,RL,51.0,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,1064,GasA,Ex,Y,FuseA,473,3,1,TA,6,Maj2,0,No,Detchd,Unf,1,TA,Y,0,0,3,WD,Normal,115000,72,58,1166,2703,1.0,0
70,RL,63.0,15576,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Plywood,No,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,840,GasA,Ex,Y,SBrkr,0,4,1,TA,8,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,3,WD,Normal,177000,93,32,1680,2520,2.0,160
60,RL,109.0,14154,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,1063,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3,TA,Y,0,0,8,New,Partial,280000,1,1,2172,3235,2.5,254
60,FV,85.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,245,GasA,Ex,Y,SBrkr,0,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,TA,Y,0,0,4,New,Partial,339750,1,0,2867,3112,3.5,102
20,RL,68.0,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,BrkComm,Brk Cmn,No,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,1276,GasA,TA,Y,FuseA,0,3,1,TA,5,Mod,0,No,Attchd,Unf,1,TA,Y,0,0,6,COD,Abnorml,60000,51,51,1276,2552,1.0,0
190,RL,100.0,34650,Pave,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,0,GasA,TA,N,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,1,WD,Normal,145000,51,51,2112,2112,2.0,264
20,FV,0.0,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,892,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,6,New,Partial,222000,1,1,2056,2948,3.5,144
